"AY","ID","TOTAL_AID","TOTAL_FED_AID","TOTAL_STATE_AID","TOTAL_NONFED_STATE_AID","ZELL_RECIPIENT","HOPE_RECIPIENT","TOTAL_FED_LOAN","TOTAL_ST_LOAN","TOTAL_ALT_LOAN","TOTAL_NON_SELF_HELP_AID","RESOURCES","AWARD_BUDGET","AWARD_EFC","NEED","PRIMARY_EFC","UNMET_NEED","REMAINING_NEED","Rural_vs_Urban","FAFSA_ON_FILE","ISIR_FIRST_GEN","PARS_AGI","PARS_CASH_SAVINGS_CHECKING","PARS_INV_NET_WORTH","PARS_BUSINESS_INV_FARM","RCRAPP3_PAR_TAX_DEF_PENSION","RCRAPP3_PAR_IRA_KEOUGH","RCRAPP1_PAR_CHILD_SUPP","RCRAPP3_PAR_TE_INT_INC","RCRAPP1_PAR_IRA_DISTRIBUTIONS","RCRAPP1_PAR_UNTAX_PENSIONS","RCRAPP3_PAR_HOUSE_FOOD_OTH","RCRAPP1_PAR_VETS_NON_ED_BEN","RCRAPP1_PAR_OTH_UNTAX_INC","RCRAPP3_TAX_DEF_PENSION","RCRAPP4_IRA_KEOGH_AMT","RCRAPP1_CHILD_SUPP","RCRAPP3_TE_INT_INC","RCRAPP1_IRA_DISTRIBUTIONS","RCRAPP1_UNTAX_PENSIONS","RCRAPP3_HOUSE_FOOD_OTH","RCRAPP1_VETS_NON_ED_BEN","RCRAPP1_OTH_UNTAX_INC","RCRAPP1_OTH_NON_REPORT_MONEY","STUS_AGI","STUS_CASH_SAVINGS_CHECK","STUS_INV_NET_WORTH","STUS_BUSINESS_INV_FARM","PELL_GRANT_ELIGIBILITY_FLAG","AUTOMATIC_ZERO_EFC_INDICATOR","SIMPLIFIED_NEEDS_TEST_SNT","BLACK_OR_AFRICAN_AMERICAN","AMERICAN_INDIAN_ALASKA_NATIVE","ASIAN_INC_INDIAN_SUBCONT","NATIVE_HAWAIIAN_PACIFIC_ISL","WHITE_INC_MIDDLE_EASTERN","NO_RESPONSE","MINORITY","level","DEPARTMENT","COLLEGE","FALL_HOURS_REGISTRAR","SPRING_HOURS_REGISTRAR","SUMMER_HOURS_REGISTRAR","ENROLLED_IN_AY_REGISTRAR","ADMISSIONS_MATRIC_TERM","ADMISSIONS_STUDENT_TYPE","ADMISSIONS_APPLICATION_TYPE","DEPENDENCY_STATUS","FAMILY_AGI","FAMILY_CASH_SAVINGS_CHECK","FAMILY_INV_NET_WORTH","FAMILY_BUSINESS_INV_FARM","FAMILY_UNTAXED_INCOME","GRADUATED","GRADUATED_IN_FOUR","LOST_HOPE_ZELL","FLAGGED_SAP","ENROLLED_LAST_TERM"
"1415","",8780,2000,6780,0,"zell_n","hope_y",2000,0,0,6780,0,22746,9872,12874,9872,"6094","4094","Mostly Rural","fafsa_y","1stgen_n",64823,20000,144450,8215,0,0,0,0,0,0,0,0,1702,0,0,0,0,0,0,0,0,0,0,1376,75,0,0,"pell_elig_n","auto_zero_n","snt_n",,,1,,,,"minority_y","Undergrad","Psychology","College of Arts and Sciences",15,11,0,"enrolleday_y","201408","Freshman","Early Action Applicant","D",66199,20075,144450,8215,1702,"graduated_y","grad_in_four_y","lost_hope_zell_y","flagged_sap_n","enrolled_last_term_n"
"1415","",8590,0,8590,0,"zell_y","hope_n",0,0,0,8590,0,22680,8466,14214,8466,"5624","5624","Mostly Urban","fafsa_y","1stgen_n",113558,3300,0,0,7200,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,"pell_elig_n","auto_zero_n","snt_n",1,,,,,,"minority_y","Undergrad","Entomology","College of Agr and Env Science",15,15,0,"enrolleday_y","201408","Freshman","Early Action Applicant","D",113558,3300,0,0,7200,"graduated_y","grad_in_four_y","lost_hope_zell_y","flagged_sap_n","enrolled_last_term_n"
"1415","",20820,12230,8590,0,"zell_y","hope_n",6500,0,0,14320,0,26925,0,26925,0,"12605","6105","Mostly Rural","fafsa_y","1stgen_y",,50,0,0,0,,0,,,,0,0,4000,0,,0,,,,0,0,0,0,,300,0,0,"pell_elig_y","auto_zero_y","snt_y",,,,,1,,"minority_n","Undergrad","Marketing","College of Business",12,9,0,"enrolleday_y","201408","Freshman","Regular Decision Applicant","D",0,350,0,0,4000,"graduated_y","grad_in_four_y","lost_hope_zell_n","flagged_sap_n","enrolled_last_term_n"
"1415","",9780,0,6780,3000,"zell_n","hope_y",0,0,0,9780,0,21250,18649,2601,18649,"0","0","Mostly Urban","fafsa_y","1stgen_n",93700,5000,850000,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","Finance","College of Business",11,10,0,"enrolleday_y","201408","Freshman","Deferred ""EA"" Applicant","D",93700,5000,850000,0,0,"graduated_y","grad_in_four_n","lost_hope_zell_y","flagged_sap_y","enrolled_last_term_n"
"1415","",21970,3380,8590,10000,"zell_y","hope_n",0,0,0,21970,0,22680,2395,20285,2395,"0","0","Mostly Rural","fafsa_y","1stgen_n",44859,1000,5000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4749,250,0,0,"pell_elig_y","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","Finance","College of Business",15,15,0,"enrolleday_y","201408","Freshman","Early Action Applicant","D",49608,1250,5000,0,10000,"graduated_y","grad_in_four_y","lost_hope_zell_y","flagged_sap_n","enrolled_last_term_n"
"1415","",8590,0,8590,0,"zell_y","hope_n",0,0,0,8590,0,23172,4678,18494,4678,"9904","9904","Mostly Urban","fafsa_y","1stgen_n",50000,4000,200000,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,,41,0,0,"pell_elig_y","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","Chemistry","College of Arts and Sciences",14,14,0,"enrolleday_y","201408","Freshman","Early Action Applicant","D",50000,4041,200000,0,0,"graduated_y","grad_in_four_y","lost_hope_zell_n","flagged_sap_n","enrolled_last_term_n"
"1415","",22005,12415,8590,1000,"zell_y","hope_n",3426,0,0,16320,0,22746,0,22746,0,"6426","741","Mostly Urban","fafsa_y","1stgen_n",8626,2000,130000,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,"pell_elig_y","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","School of Accounting","College of Business",12,12,0,"enrolleday_y","201408","Freshman","Early Action Applicant","D",8626,2000,130000,0,0,"graduated_n","grad_in_four_n","lost_hope_zell_y","flagged_sap_n","enrolled_last_term_y"
"1415","",19674,7500,5424,6750,"zell_n","hope_y",7500,0,0,12174,0,21316,17334,3982,17334,"0","0","Mostly Urban","fafsa_y","1stgen_y",101393,200,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9293,100,0,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","Educational Theory and Pract","College of Education",12,12,0,"enrolleday_y","201408","Transfer","Transfer Applicant","D",110686,300,7500,0,0,"graduated_y","grad_in_four_y","lost_hope_zell_n","flagged_sap_n","enrolled_last_term_n"
"1415","",5876,0,5876,0,"zell_n","hope_y",0,0,0,5876,0,22680,53386,0,53386,"0","0","Mostly Urban","fafsa_y","1stgen_n",45541,35000,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10494,12128,6000,15000,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","Management Information Systems","College of Business",13,13,0,"enrolleday_y","201408","Freshman","Early Action Applicant","D",57669,41000,715000,0,10494,"graduated_y","grad_in_four_y","lost_hope_zell_n","flagged_sap_n","enrolled_last_term_n"
"1415","",13396,5500,5650,0,"zell_n","hope_y",5500,0,0,7896,0,22746,70454,0,70454,"0","0","Mostly Urban","fafsa_y","1stgen_n",265516,10000,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_y","Undergrad","Psychology","College of Arts and Sciences",12,13,0,"enrolleday_y","201408","Freshman","Regular Decision Applicant","D",265516,10000,0,0,0,"graduated_y","grad_in_four_y","lost_hope_zell_y","flagged_sap_n","enrolled_last_term_n"
"1415","",14320,5730,8590,0,"zell_y","hope_n",0,0,0,14320,0,25119,0,25119,0,"10799","10799","Mostly Urban","fafsa_y","1stgen_n",6400,3000,85000,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,,44,0,0,"pell_elig_y","auto_zero_y","snt_y",,,,,1,,"minority_n","Undergrad","Biological Sciences","College of Arts and Sciences",9,14,6,"enrolleday_y","201408","Freshman","Early Action Applicant","D",6400,3044,85000,0,0,"graduated_y","grad_in_four_n","lost_hope_zell_y","flagged_sap_n","enrolled_last_term_n"
"1415","",13664,5074,8590,0,"zell_y","hope_n",5074,0,0,8590,0,17670,7899,9771,7899,"1181","0","Mostly Rural","fafsa_y","1stgen_n",113566,8000,22000,70000,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","Computer Science","College of Arts and Sciences",12,14,0,"enrolleday_y","201408","Freshman","Early Action Applicant","D",113566,8000,22000,70000,0,"graduated_y","grad_in_four_n","lost_hope_zell_n","flagged_sap_n","enrolled_last_term_n"
"1415","",16590,7500,8590,500,"zell_y","hope_n",7500,0,0,9090,0,22713,18913,3800,18913,"0","0","Mostly Urban","fafsa_y","1stgen_n",106188,3000,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,"pell_elig_n","auto_zero_n","snt_n",,,1,,,,"minority_y","Undergrad","College of Pharmacy","College of Pharmacy",16,16,0,"enrolleday_y","201408","Freshman","Early Action Applicant","D",106188,3000,0,0,0,"graduated_y","grad_in_four_n","lost_hope_zell_y","flagged_sap_y","enrolled_last_term_n"
"1415","",15590,5000,8590,2000,"zell_y","hope_n",5000,0,0,10590,0,22746,6664,16082,6664,"5492","492","Mostly Urban","fafsa_y","1stgen_n",78574,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,0,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","School of Music","College of Arts and Sciences",14,17,0,"enrolleday_y","201408","Freshman","Regular Decision Applicant","D",78574,2100,0,0,0,"graduated_y","grad_in_four_y","lost_hope_zell_n","flagged_sap_n","enrolled_last_term_n"
"1415","",12602,6500,6102,0,"zell_n","hope_y",6500,0,0,6102,0,21316,24459,0,24459,"0","0","Mostly Urban","fafsa_y","1stgen_n",122579,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493,50,0,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_y","Undergrad","Psychology","College of Arts and Sciences",9,12,0,"enrolleday_y","201408","Transfer","Transfer Applicant","D",124072,1050,0,0,0,"graduated_y","grad_in_four_y","lost_hope_zell_n","flagged_sap_n","enrolled_last_term_n"
"1415","",8590,0,8590,0,"zell_y","hope_n",0,0,0,8590,0,22680,13679,9001,13679,"411","411","Mostly Urban","fafsa_y","1stgen_n",142772,15000,0,0,0,0,0,0,0,4065,0,0,0,0,0,0,0,0,0,0,0,0,0,2519,6500,0,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","","College of Business",13,13,0,"enrolleday_y","201408","Freshman","Early Action Applicant","D",145291,21500,0,0,4065,"graduated_y","grad_in_four_y","lost_hope_zell_y","flagged_sap_n","enrolled_last_term_n"
"1415","",12510,5730,6780,0,"zell_n","hope_y",0,0,0,12510,0,17604,0,17604,0,"5094","5094","Mostly Rural","fafsa_y","1stgen_n",31688,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11023,740,0,0,"pell_elig_y","auto_zero_n","snt_y",,,,,1,,"minority_n","Undergrad","Romance Languages","College of Arts and Sciences",13,13,4,"enrolleday_y","201408","Transfer","Transfer Applicant","D",42711,1040,0,0,0,"graduated_y","grad_in_four_y","lost_hope_zell_y","flagged_sap_n","enrolled_last_term_n"
"1415","",16306,0,10306,6000,"zell_y","hope_n",0,0,0,16306,0,28495,32857,0,32479,"0","0","Mostly Urban","fafsa_y","1stgen_n",114262,50000,50000,0,7800,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,,3300,0,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","Genetics","College of Arts and Sciences",13,15,6,"enrolleday_y","201408","Freshman","Early Action Applicant","D",114262,53300,50000,0,7800,"graduated_y","grad_in_four_y","lost_hope_zell_n","flagged_sap_y","enrolled_last_term_n"
"1415","",15446,5500,9946,0,"zell_y","hope_y",5500,0,0,9946,0,28451,6682,21769,6528,"11823","6323","Mostly Urban","fafsa_y","1stgen_n",46156,2534,90000,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,,450,0,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","Management","College of Business",14,10,6,"enrolleday_y","201408","Freshman","Regular Decision Applicant","D",46156,2984,90000,0,0,"graduated_y","grad_in_four_n","lost_hope_zell_y","flagged_sap_n","enrolled_last_term_n"
"1415","",8590,0,8590,0,"zell_y","hope_n",0,0,0,8590,0,22680,19448,3232,19448,"0","0","Mostly Urban","fafsa_y","1stgen_n",145105,175000,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","College of Public Health","College of Public Health",13,16,0,"enrolleday_y","201408","Freshman","Early Action Applicant","D",145105,175000,0,0,0,"graduated_y","grad_in_four_n","lost_hope_zell_y","flagged_sap_n","enrolled_last_term_n"
"1415","",6554,0,6554,0,"zell_n","hope_y",0,0,0,6554,0,22680,31572,0,31572,"0","0","Mostly Urban","fafsa_y","1stgen_n",111211,7700,16000,380000,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,,700,3000,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","Management","College of Business",10,15,0,"enrolleday_y","201408","Freshman","Early Action Applicant","D",111211,8400,19000,380000,0,"graduated_y","grad_in_four_y","lost_hope_zell_n","flagged_sap_n","enrolled_last_term_n"
"1415","",8590,0,8590,0,"zell_y","hope_n",0,0,0,8590,0,22680,22757,0,22757,"0","0","Out of State Originally","fafsa_y","1stgen_n",110871,36652,13538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2667,3800,0,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","School of Accounting","College of Business",12,13,0,"enrolleday_y","201408","Freshman","Early Action Applicant","D",113538,40452,13538,0,0,"graduated_y","grad_in_four_y","lost_hope_zell_n","flagged_sap_n","enrolled_last_term_n"
"1415","",23172,13582,8590,1000,"zell_y","hope_n",13582,0,0,9590,0,23172,66489,0,66489,"0","0","Mostly Urban","fafsa_y","1stgen_n",243719,3000,0,0,5241,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","Biochem and Molecular Bio","College of Arts and Sciences",15,12,0,"enrolleday_y","201408","Freshman","Early Action Applicant","D",243719,3000,0,0,5241,"graduated_y","grad_in_four_y","lost_hope_zell_n","flagged_sap_y","enrolled_last_term_n"
"1415","",12150,6500,5650,0,"zell_n","hope_y",6500,0,0,5650,0,21316,17586,3730,17586,"0","0","Mostly Urban","fafsa_y","1stgen_n",100301,588,20179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11917,408,226,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","School of Art","College of Arts and Sciences",13,9,0,"enrolleday_y","201408","Transfer","Transfer Applicant","D",112218,996,20405,0,0,"graduated_y","grad_in_four_y","lost_hope_zell_y","flagged_sap_n","enrolled_last_term_n"
"1415","",10150,4500,5650,0,"zell_n","hope_y",4500,0,0,5650,0,21316,5832,15484,5832,"9834","5334","Mostly Urban","fafsa_y","1stgen_n",41002,10000,37500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12040,800,0,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","College of Engineering","College of Engineering",10,12,0,"enrolleday_y","201408","Transfer","Transfer Applicant","D",53042,10800,37500,0,0,"graduated_y","grad_in_four_n","lost_hope_zell_y","flagged_sap_n","enrolled_last_term_n"
"1415","",8590,0,8590,0,"zell_y","hope_n",0,0,0,8590,0,22680,19448,3232,19448,"0","0","Mostly Urban","fafsa_y","1stgen_n",145105,175000,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","","College of Business",14,15,0,"enrolleday_y","201408","Freshman","Early Action Applicant","D",145105,175000,0,0,0,"graduated_y","grad_in_four_y","lost_hope_zell_n","flagged_sap_n","enrolled_last_term_y"
"1415","",17804,11250,6554,0,"zell_n","hope_y",11250,0,0,6554,0,18030,11795,6235,11795,"0","0","Mostly Rural","fafsa_y","1stgen_n",158667,1500,0,0,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1847,50,0,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","College of Engineering","College of Engineering",14,13,0,"enrolleday_y","201408","Freshman","Early Action Applicant","D",160514,1550,0,0,767,"graduated_n","grad_in_four_n","lost_hope_zell_n","flagged_sap_y","enrolled_last_term_n"
"1415","",7910,0,7910,0,"zell_n","hope_y",0,0,0,7910,0,25405,7980,17425,7807,"9515","9515","Mostly Rural","fafsa_y","1stgen_y",59500,66000,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5944,2000,0,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","School of Social Work","School of Social Work",14,15,6,"enrolleday_y","201408","Transfer","Transfer Applicant","D",65444,68000,0,0,247,"graduated_y","grad_in_four_y","lost_hope_zell_n","flagged_sap_n","enrolled_last_term_n"
"1415","",15194,10041,5153,0,"zell_y","hope_n",10041,0,0,5153,0,17434,9270,8164,11911,"3011","0","Mostly Urban","fafsa_y","1stgen_n",154635,1200,42000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3826,150,0,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","Finance","College of Business",13,0,3,"enrolleday_y","201408","Freshman","Early Action Applicant","D",158461,1350,42000,0,0,"graduated_y","grad_in_four_n","lost_hope_zell_n","flagged_sap_n","enrolled_last_term_n"
"1415","",17054,10500,6554,0,"zell_n","hope_y",10500,0,0,6554,0,22746,23580,0,23580,"0","0","Mostly Urban","fafsa_y","1stgen_n",97476,4800,160000,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","Linguistics","College of Arts and Sciences",14,12,0,"enrolleday_y","201408","Freshman","Early Action Applicant","D",97476,4800,160000,0,0,"graduated_n","grad_in_four_n","lost_hope_zell_y","flagged_sap_y","enrolled_last_term_n"
"1415","",6102,0,6102,0,"zell_n","hope_y",0,0,0,6102,0,22680,50380,0,50380,"0","0","Mostly Rural","fafsa_y","1stgen_n",133950,38000,300000,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,12588,,500,0,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","Poultry Science","College of Agr and Env Science",8,13,0,"enrolleday_y","201408","Freshman","Early Action Applicant","D",133950,38500,300000,0,12588,"graduated_y","grad_in_four_n","lost_hope_zell_y","flagged_sap_y","enrolled_last_term_y"
"1415","",15622,6132,8590,0,"zell_y","hope_n",6132,0,0,9490,0,21316,12784,8532,12784,"0","0","Mostly Rural","fafsa_y","1stgen_n",137988,2300,0,0,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6039,480,0,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","College of Engineering","College of Engineering",12,7,0,"enrolleday_y","201408","Transfer","Transfer Applicant","D",144027,2780,0,0,909,"graduated_y","grad_in_four_n","lost_hope_zell_y","flagged_sap_y","enrolled_last_term_n"
"1415","",26501,19625,5876,1000,"zell_n","hope_y",19625,0,0,6876,0,28987,21856,7131,21478,"255","0","Mostly Urban","fafsa_y","1stgen_n",106388,1000,0,0,3978,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,"pell_elig_n","auto_zero_n","snt_n",1,,,,,,"minority_y","Undergrad","College of Journ-Mass Comm","College of Jour and Mass Comm",13,9,6,"enrolleday_y","201408","Freshman","Regular Decision Applicant","D",106388,1000,0,0,3978,"graduated_y","grad_in_four_n","lost_hope_zell_y","flagged_sap_n","enrolled_last_term_n"
"1415","",24406,14852,6554,3000,"zell_n","hope_y",11392,0,0,9554,0,29980,7497,22483,7159,"12929","0","Out of State Originally","fafsa_y","1stgen_n",63229,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,"pell_elig_n","auto_zero_n","snt_n",1,,,,,,"minority_y","Undergrad","Biological Sciences","College of Arts and Sciences",14,11,9,"enrolleday_y","201408","Freshman","Deferred ""EA"" Applicant","D",63229,0,0,0,0,"graduated_n","grad_in_four_n","lost_hope_zell_y","flagged_sap_y","enrolled_last_term_y"
"1415","",9590,0,8590,1000,"zell_y","hope_n",0,0,0,9590,0,22680,133957,0,133957,"0","0","Mostly Urban","fafsa_y","1stgen_n",433133,50000,150000,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","Chemistry","College of Arts and Sciences",15,14,0,"enrolleday_y","201408","Freshman","Early Action Applicant","D",433133,50000,150000,0,0,"graduated_y","grad_in_four_y","lost_hope_zell_n","flagged_sap_n","enrolled_last_term_n"
"1415","",14308,6480,6328,1500,"zell_n","hope_y",3500,0,0,10808,0,22746,2747,19999,2747,"9191","5691","Out of State Originally","fafsa_y","1stgen_n",69162,500,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,"pell_elig_y","auto_zero_n","snt_n",1,,,,,,"minority_y","Undergrad","College of Engineering","College of Engineering",12,10,0,"enrolleday_y","201408","Freshman","Regular Decision Applicant","D",69162,500,0,0,0,"graduated_y","grad_in_four_n","lost_hope_zell_y","flagged_sap_n","enrolled_last_term_n"
"1415","",17054,5500,6554,5000,"zell_n","hope_y",5500,0,0,11554,0,22746,7334,15412,7334,"3858","0","Mostly Urban","fafsa_y","1stgen_n",100527,250,0,0,0,0,6525,0,0,0,0,0,0,0,,,,,,0,0,0,0,,20,0,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","Educational Theory and Pract","College of Education",11,14,0,"enrolleday_y","201408","Freshman","Early Action Applicant","D",100527,270,0,0,6525,"graduated_y","grad_in_four_y","lost_hope_zell_n","flagged_sap_n","enrolled_last_term_n"
"1415","",12510,5730,6780,0,"zell_n","hope_y",0,0,0,12510,0,22680,0,22680,0,"10170","10170","Mostly Urban","fafsa_y","1stgen_y",36921,20000,18000,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,"pell_elig_y","auto_zero_n","snt_n",,,1,,,,"minority_y","Undergrad","Management Information Systems","College of Business",15,16,0,"enrolleday_y","201408","Freshman","Early Action Applicant","D",36921,20000,18000,0,0,"graduated_y","grad_in_four_y","lost_hope_zell_n","flagged_sap_n","enrolled_last_term_n"
"1415","",22186,11880,10306,0,"zell_y","hope_n",6150,0,0,16036,0,28561,0,28561,0,"12525","6375","Mostly Urban","fafsa_y","1stgen_y",27935,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4886,92,0,0,"pell_elig_y","auto_zero_n","snt_y",1,,,,,,"minority_y","Undergrad","Biological Sciences","College of Arts and Sciences",15,15,6,"enrolleday_y","201408","Freshman","Early Action Applicant","D",32821,492,0,0,0,"graduated_y","grad_in_four_y","lost_hope_zell_n","flagged_sap_n","enrolled_last_term_n"
"1415","",8590,0,8590,0,"zell_y","hope_n",0,0,0,8590,0,22680,18128,4552,18128,"0","0","Mostly Urban","fafsa_y","1stgen_n",136383,8000,50000,0,17500,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,,173,0,0,"pell_elig_n","auto_zero_n","snt_n",1,,,,,,"minority_y","Undergrad","Chemistry","College of Arts and Sciences",12,15,0,"enrolleday_y","201408","Freshman","Early Action Applicant","D",136383,8173,50000,0,17500,"graduated_y","grad_in_four_y","lost_hope_zell_n","flagged_sap_n","enrolled_last_term_n"
"1415","",7196,1320,5876,0,"zell_n","hope_y",1320,0,0,5876,0,22746,14872,7874,14872,"1998","678","Mostly Urban","fafsa_y","1stgen_n",61942,1500,109056,0,0,0,30000,0,0,0,0,0,0,0,,0,,,,0,0,0,0,,1200,0,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","College of Business","College of Business",11,9,0,"enrolleday_y","201408","Freshman","Early Action Applicant","D",61942,2700,109056,0,30000,"graduated_y","grad_in_four_y","lost_hope_zell_n","flagged_sap_n","enrolled_last_term_n"
"1415","",11090,0,8590,2500,"zell_y","hope_n",0,0,0,11090,0,22680,162356,0,162356,"0","0","Mostly Urban","fafsa_y","1stgen_n",391535,900000,180000,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,,2000,0,0,"pell_elig_n","auto_zero_n","snt_n",,,1,,,,"minority_y","Undergrad","Artificial Intelligence","College of Arts and Sciences",15,17,0,"enrolleday_y","201408","Freshman","Early Action Applicant","D",391535,902000,180000,0,0,"graduated_y","grad_in_four_y","lost_hope_zell_n","flagged_sap_y","enrolled_last_term_n"
"1415","",8590,0,8590,0,"zell_y","hope_n",0,0,0,8590,0,22680,117390,0,117390,"0","0","Mostly Urban","fafsa_y","1stgen_n",123720,50868,1465937,200000,9481,0,0,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3712,3000,30000,0,"pell_elig_n","auto_zero_n","snt_n",,,,,1,,"minority_n","Undergrad","Marketing","College of Business",11,13,0,"enrolleday_y","201408","Freshman","Early Action Applicant","D",127432,53868,1495937,200000,10246,"graduated_n","grad_in_four_n","lost_hope_zell_n","flagged_sap_n","enrolled_last_term_n"
"1415","",21008,10780,6328,3000,"zell_n","hope_y",5500,0,0,15508,0,21316,457,20859,457,"5351","0","Mostly Urban","fafsa_y","1stgen_n",36814,10,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,"pell_elig_y","auto_zero_n","snt_y",,,,,1,,"minority_y","Undergrad","Biochem and Molecular Bio","College of Arts and Sciences",14,10,0,"enrolleday_y","201408","Freshman","Early Action Applicant","D",36814,10,0,0,0,"graduated_y","grad_in_four_y","lost_hope_zell_y","flagged_sap_n","enrolled_last_term_n"
